1.5151627092467898e+01	inf
1.4801140956673883e+01	1.0000000000000001e-05
1.4801136483031499e+01	5.0000000000000004e-06
1.4801136483031499e+01	3.3333333333333337e-06
1.4801136483031499e+01	2.5000000000000002e-06
1.4801136483031499e+01	2.0000000000000003e-06
1.4801136483031499e+01	1.6666666666666669e-06
1.4801136483031499e+01	1.4285714285714286e-06
1.4801136483031499e+01	1.2500000000000001e-06
1.4801136483031499e+01	1.1111111111111112e-06
1.4801136002753756e+01	1.0000000000000002e-06
1.4801136002753756e+01	9.0909090909090915e-07
1.4801136002753756e+01	8.3333333333333344e-07
1.4801136002753756e+01	7.6923076923076925e-07
1.4801136002753756e+01	7.1428571428571431e-07
1.4801136002753756e+01	6.6666666666666671e-07
1.4801136002753756e+01	6.2500000000000005e-07
1.4801136002753756e+01	5.8823529411764711e-07
1.4801136002753756e+01	5.5555555555555562e-07
1.4801136002753756e+01	5.2631578947368426e-07
1.4801136002753756e+01	5.0000000000000008e-07
1.4801136002753756e+01	4.7619047619047623e-07
1.4801136002753756e+01	4.5454545454545457e-07
1.4801136002753756e+01	4.3478260869565219e-07
1.4801136002753756e+01	4.1666666666666672e-07
1.4801136002753756e+01	4.0000000000000003e-07
1.4801136002753756e+01	3.8461538461538463e-07
1.4801136002753756e+01	3.7037037037037042e-07
1.4801136002753756e+01	3.5714285714285716e-07
1.4801136002753756e+01	3.4482758620689656e-07
1.4801136002753756e+01	3.3333333333333335e-07
1.4801136002753756e+01	3.2258064516129035e-07
1.4801136002753756e+01	3.1250000000000003e-07
1.4801136002753756e+01	3.0303030303030305e-07
1.4801136002753756e+01	2.9411764705882356e-07
1.4801136002753756e+01	2.8571428571428575e-07
1.4801136002753756e+01	2.7777777777777781e-07
1.4801136002753756e+01	2.7027027027027029e-07
1.4801136002753756e+01	2.6315789473684213e-07
1.4801136002753756e+01	2.5641025641025642e-07
1.4801136002753756e+01	2.5000000000000004e-07
1.4801136002753756e+01	2.4390243902439027e-07
1.4801136002753756e+01	2.3809523809523811e-07
1.4801136002753756e+01	2.3255813953488374e-07
1.4801136002753756e+01	2.2727272727272729e-07
1.4801136002753756e+01	2.2222222222222224e-07
1.4801136002753756e+01	2.1739130434782609e-07
1.4801136002753756e+01	2.1276595744680852e-07
1.4801136002753756e+01	2.0833333333333336e-07
1.4801136002753756e+01	2.0408163265306124e-07
1.4801136002753756e+01	2.0000000000000002e-07
1.4801136002753756e+01	1.9607843137254904e-07
1.4801136002753756e+01	1.9230769230769231e-07
1.4801136002753756e+01	1.8867924528301889e-07
1.4801136002753756e+01	1.8518518518518521e-07
1.4801136002753756e+01	1.8181818181818183e-07
1.4801136002753756e+01	1.7857142857142858e-07
1.4801136002753756e+01	1.7543859649122808e-07
1.4801136002753756e+01	1.7241379310344828e-07
1.4801136002753756e+01	1.6949152542372883e-07
1.4801136002753756e+01	1.6666666666666668e-07
1.4801136002753756e+01	1.6393442622950821e-07
1.4801136002753756e+01	1.6129032258064518e-07
1.4801136002753756e+01	1.5873015873015874e-07
1.4801136002753756e+01	1.5625000000000001e-07
1.4801136002753756e+01	1.5384615384615387e-07
1.4801136002753756e+01	1.5151515151515152e-07
1.4801136002753756e+01	1.4925373134328360e-07
1.4801136002753756e+01	1.4705882352941178e-07
1.4801136002753756e+01	1.4492753623188408e-07
1.4801136002753756e+01	1.4285714285714287e-07
1.4801136002753756e+01	1.4084507042253522e-07
1.4801136002753756e+01	1.3888888888888891e-07
1.4801136002753756e+01	1.3698630136986304e-07
1.4801136002753756e+01	1.3513513513513515e-07
1.4801136002753756e+01	1.3333333333333334e-07
1.4801136002753756e+01	1.3157894736842107e-07
1.4801136002753756e+01	1.2987012987012987e-07
1.4801136002753756e+01	1.2820512820512821e-07
1.4801136002753756e+01	1.2658227848101266e-07
1.4801136002753756e+01	1.2500000000000002e-07
1.4801136002753756e+01	1.2345679012345680e-07
1.4801136002753756e+01	1.2195121951219514e-07
1.4801136002753756e+01	1.2048192771084340e-07
1.4801136002753756e+01	1.1904761904761906e-07
1.4801136002753756e+01	1.1764705882352942e-07
1.4801136002753756e+01	1.1627906976744187e-07
1.4801136002753756e+01	1.1494252873563219e-07
1.4801136002753756e+01	1.1363636363636364e-07
1.4801135951192480e+01	1.1235955056179776e-07
1.4801135951192480e+01	1.1111111111111112e-07
1.4801135951192480e+01	1.0989010989010990e-07
1.4801135951192480e+01	1.0869565217391305e-07
1.4801135951192480e+01	1.0752688172043012e-07
1.4801135951192480e+01	1.0638297872340426e-07
1.4801135951192480e+01	1.0526315789473685e-07
1.4801135951192480e+01	1.0416666666666668e-07
1.4801135951192480e+01	1.0309278350515465e-07
1.4801135951192480e+01	1.0204081632653062e-07
1.4801135951192480e+01	1.0101010101010101e-07
1.4801135951192480e+01	1.0000000000000001e-07
1.4801135951192480e+01	9.9009900990099015e-08
1.4801135951192480e+01	9.8039215686274519e-08
1.4801135951192480e+01	9.7087378640776701e-08
1.4801135951192480e+01	9.6153846153846157e-08
1.4801135951192480e+01	9.5238095238095240e-08
1.4801135951192480e+01	9.4339622641509444e-08
1.4801135951192480e+01	9.3457943925233657e-08
1.4801135951192480e+01	9.2592592592592604e-08
1.4801135951192480e+01	9.1743119266055058e-08
1.4801135951192480e+01	9.0909090909090915e-08
1.4801135951192480e+01	9.0090090090090097e-08
1.4801135951192480e+01	8.9285714285714289e-08
1.4801135951192480e+01	8.8495575221238951e-08
1.4801135951192480e+01	8.7719298245614040e-08
1.4801135951192480e+01	8.6956521739130438e-08
1.4801135951192480e+01	8.6206896551724140e-08
